,Unnamed: 0,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId
1700,1701,True,(L.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna hirsuta,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:234491-2),urn:lsid:ipni.org:names:234491-2
1701,1702,True,(L.) Planch. & Triana,Plantae,Hypericaceae,Vismia baccifera,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:434100-1),urn:lsid:ipni.org:names:434100-1
1702,1703,True,(L.) R.Br.,Plantae,Lamiaceae,Leonotis nepetifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:127310-3),urn:lsid:ipni.org:names:127310-3
1703,1704,True,Jacq.,Plantae,Malvaceae,Malachra alceifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:561421-1),urn:lsid:ipni.org:names:561421-1
1704,1705,True,L.,Plantae,Moraceae,Ficus benghalensis,Species," <b>Use</b>: Ornamental, <em>medicinal</em>, traditions &amp; beliefs, food",POWO pages(/taxon/urn:lsid:ipni.org:names:852482-1),urn:lsid:ipni.org:names:852482-1
1705,1706,True,L.,Plantae,Poaceae,Andropogon bicornis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:12758-2),urn:lsid:ipni.org:names:12758-2
1706,1707,True,(Spreng.) Hyl.,Plantae,Polypodiaceae,Dryopteris wallichiana,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:17392950-1),urn:lsid:ipni.org:names:17392950-1
1707,1708,True,L.,Plantae,Urticaceae,Cecropia peltata,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:850956-1),urn:lsid:ipni.org:names:850956-1
1708,1709,True,L.f.,Plantae,Viburnaceae,Viburnum tinoides,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:149971-1),urn:lsid:ipni.org:names:149971-1
1709,1710,True,L.,Plantae,Violaceae,Viola odorata,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:868828-1),urn:lsid:ipni.org:names:868828-1
1710,1711,True,(Lam.) Mart.,Plantae,Annonaceae,Xylopia aromatica,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:76067-1),urn:lsid:ipni.org:names:76067-1
1711,1712,True,L.,Plantae,Fabaceae,Indigofera hirsuta,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:499456-1),urn:lsid:ipni.org:names:499456-1
1712,1713,True,(Vahl) Willd.,Plantae,Fabaceae,Inga spectabilis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:1122303-2),urn:lsid:ipni.org:names:1122303-2
1713,1714,True,(L.) All.,Plantae,Fabaceae,Melilotus indicus,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:1207360-2),urn:lsid:ipni.org:names:1207360-2
1714,1715,True,L.,Plantae,Fabaceae,Mimosa pigra,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:313003-2),urn:lsid:ipni.org:names:313003-2
1715,1716,True,L.,Plantae,Magnoliaceae,Magnolia grandiflora,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:554723-1),urn:lsid:ipni.org:names:554723-1
1716,1717,True,L.,Plantae,Malvaceae,Theobroma cacao,Species," <b>Use</b>: Food, <em>medicinal</em>, cosmetics, peat mulch alternative.",POWO pages(/taxon/urn:lsid:ipni.org:names:320783-2),urn:lsid:ipni.org:names:320783-2
1717,1718,True,Ruiz & Pav.,Plantae,Rosaceae,Alchemilla orbiculata,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:720816-1),urn:lsid:ipni.org:names:720816-1
1718,1719,True,Jacq.,Plantae,Rubiaceae,Hamelia patens,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:752194-1),urn:lsid:ipni.org:names:752194-1
1719,1720,True,L.,Plantae,Fabaceae,Mimosa pudica,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:313242-2),urn:lsid:ipni.org:names:313242-2
1720,1721,True,(L.) Link,Plantae,Fabaceae,Senna occidentalis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:1117728-2),urn:lsid:ipni.org:names:1117728-2
1721,1722,True,L.,Plantae,Amaranthaceae,Amaranthus hybridus,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:10648-2),urn:lsid:ipni.org:names:10648-2
1722,1723,True,Kunth,Plantae,Aquifoliaceae,Ilex laurina,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:83435-1),urn:lsid:ipni.org:names:83435-1
1723,1724,True,L.,Plantae,Asteraceae,Clibadium surinamense,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:319147-2),urn:lsid:ipni.org:names:319147-2
1724,1725,True,(Hemsl.) A.Gray,Plantae,Asteraceae,Tithonia diversifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:255747-1),urn:lsid:ipni.org:names:255747-1
1725,1726,True,(L.) Willd. ex Schult.,Plantae,Caryophyllaceae,Drymaria cordata,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:30172747-2),urn:lsid:ipni.org:names:30172747-2
1726,1727,True,Kunth,Plantae,Ericaceae,Vaccinium floribundum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:858930-1),urn:lsid:ipni.org:names:858930-1
1727,1728,True,Benth.,Plantae,Fabaceae,Brownea ariza,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:482406-1),urn:lsid:ipni.org:names:482406-1
1728,1729,True,Link,Plantae,Fabaceae,Crotalaria micans,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:322606-2),urn:lsid:ipni.org:names:322606-2
1729,1730,True,Naudin,Plantae,Melastomataceae,Bellucia pentamera,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:323200-2),urn:lsid:ipni.org:names:323200-2
1730,1731,True,L.,Plantae,Meliaceae,Trichilia hirta,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:322348-2),urn:lsid:ipni.org:names:322348-2
1731,1732,True,L.,Plantae,Papaveraceae,Argemone mexicana,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:18816-2),urn:lsid:ipni.org:names:18816-2
1732,1733,True,Vahl,Plantae,Phyllanthaceae,Phyllanthus acuminatus,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:194611-2),urn:lsid:ipni.org:names:194611-2
1733,1734,True,L.,Plantae,Poaceae,Anthoxanthum odoratum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:389034-1),urn:lsid:ipni.org:names:389034-1
1734,1735,True,(Sw.) R.Br. ex Roem. & Schult.,Plantae,Primulaceae,Myrsine coriacea,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:1028287-2),urn:lsid:ipni.org:names:1028287-2
1735,1736,True,(Kunth) G.Don,Plantae,Gentianaceae,Halenia asclepiadea,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:369443-1),urn:lsid:ipni.org:names:369443-1
1736,1737,True,(L.) Kuntze,Plantae,Lamiaceae,Mesosphaerum suaveolens,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:158297-2),urn:lsid:ipni.org:names:158297-2
1737,1738,True,Sw.,Plantae,Myrtaceae,Psidium guineense,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:211886-2),urn:lsid:ipni.org:names:211886-2
1738,1739,True,L.,Plantae,Passifloraceae,Passiflora foetida,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:321966-2),urn:lsid:ipni.org:names:321966-2
1739,1740,True,Ruiz & Pav.,Plantae,Tropaeolaceae,Tropaeolum tuberosum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:310353-2),urn:lsid:ipni.org:names:310353-2
1740,1741,True,(L.) Nicolson & C.E.Jarvis,Plantae,Vitaceae,Cissus verticillata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:980361-1),urn:lsid:ipni.org:names:980361-1
1741,1742,True,L.,Plantae,Fabaceae,Medicago sativa,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:30234961-2),urn:lsid:ipni.org:names:30234961-2
1742,1743,True,Cuatrec.,Plantae,Asteraceae,Espeletia tunjana,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:97794-2),urn:lsid:ipni.org:names:97794-2
1743,1744,True,Bonpl.,Plantae,Asteraceae,Tagetes zypaquirensis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:252183-1),urn:lsid:ipni.org:names:252183-1
1744,1745,True,L.,Plantae,Balsaminaceae,Impatiens balsamina,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:373978-1),urn:lsid:ipni.org:names:373978-1
1745,1746,True,(C.Presl) Hook.,Plantae,Cyatheaceae,Dicksonia sellowiana,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:275823-2),urn:lsid:ipni.org:names:275823-2
1746,1747,True,(L.) Arthur,Plantae,Euphorbiaceae,Cnidoscolus urens,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:61899-2),urn:lsid:ipni.org:names:61899-2
1747,1748,True,(L.) Sw.,Plantae,Fabaceae,Caesalpinia pulcherrima,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:1164658-2),urn:lsid:ipni.org:names:1164658-2
1748,1749,True,Desr.,Plantae,Fabaceae,Lupinus alopecuroides,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:504088-1),urn:lsid:ipni.org:names:504088-1
1749,1750,True,L.,Plantae,Linaceae,Linum usitatissimum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:544772-1),urn:lsid:ipni.org:names:544772-1
1750,1751,True,L.,Plantae,Passifloraceae,Passiflora quadrangularis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:675390-1),urn:lsid:ipni.org:names:675390-1
1751,1752,True,Aiton,Plantae,Solanaceae,Solanum muricatum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:820187-1),urn:lsid:ipni.org:names:820187-1
1752,1753,True,L.,Plantae,Poaceae,Arundo donax,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:390837-1),urn:lsid:ipni.org:names:390837-1
1753,1754,True,(Aubl.) P.Beauv.,Plantae,Poaceae,Gynerium sagittatum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:404486-1),urn:lsid:ipni.org:names:404486-1
1754,1755,True,Müll.Arg.,Plantae,Apocynaceae,Aspidosperma polyneuron,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:77433-1),urn:lsid:ipni.org:names:77433-1
1755,1756,True,(L.) G.Don,Plantae,Apocynaceae,Catharanthus roseus,Species," <b>Use</b>: <em>Medicinal</em>, ornamental.",POWO pages(/taxon/urn:lsid:ipni.org:names:77880-1),urn:lsid:ipni.org:names:77880-1
1756,1757,True,(Kunth) C.Jeffrey,Plantae,Asteraceae,Monticalia ledifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:963586-1),urn:lsid:ipni.org:names:963586-1
1757,1758,True,L.,Plantae,Brassicaceae,Raphanus raphanistrum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:217826-2),urn:lsid:ipni.org:names:217826-2
1758,1759,True,L.,Plantae,Cucurbitaceae,Cucurbita pepo,Species," <b>Use</b>: Food, ornamental, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:292416-1),urn:lsid:ipni.org:names:292416-1
1759,1760,True,L.,Plantae,Fabaceae,Aeschynomene americana,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:316404-2),urn:lsid:ipni.org:names:316404-2
1760,1761,True,L.,Plantae,Lythraceae,Lagerstroemia indica,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:553576-1),urn:lsid:ipni.org:names:553576-1
1761,1762,True,(L.f.) Triana,Plantae,Melastomataceae,Brachyotum strigosum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:566891-1),urn:lsid:ipni.org:names:566891-1
1762,1763,True,H.Karst.,Plantae,Passifloraceae,Passiflora antioquiensis,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:674787-1),urn:lsid:ipni.org:names:674787-1
1763,1764,True,(Lour.) Galasso & Banfi,Plantae,Rosaceae,Rhaphiolepis bibas,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:77209608-1),urn:lsid:ipni.org:names:77209608-1
1764,1765,True,(Planch.) Devecchi & Pirani,Plantae,Simaroubaceae,Homalolepis cedron,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:77190108-1),urn:lsid:ipni.org:names:77190108-1
1765,1766,True,L.,Plantae,Asteraceae,Ageratum conyzoides,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:7086-2),urn:lsid:ipni.org:names:7086-2
1766,1767,True,Pers.,Plantae,Asteraceae,Baccharis latifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:183399-1),urn:lsid:ipni.org:names:183399-1
1767,1768,True,Sch.Bip.,Plantae,Asteraceae,Montanoa quadrangularis,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:233605-1),urn:lsid:ipni.org:names:233605-1
1768,1769,True,W.T.Aiton,Plantae,Brassicaceae,Nasturtium officinale,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:287534-1),urn:lsid:ipni.org:names:287534-1
1769,1770,True,L.,Plantae,Fabaceae,Lathyrus sativus,Species," <b>Use</b>: Food, fodder, hay, green manure, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:501990-1),urn:lsid:ipni.org:names:501990-1
1770,1771,True,L.,Plantae,Malvaceae,Sida rhombifolia,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:235798-2),urn:lsid:ipni.org:names:235798-2
1771,1772,True,L.,Plantae,Oxalidaceae,Oxalis corniculata,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:177893-2),urn:lsid:ipni.org:names:177893-2
1772,1773,True,L.f.,Plantae,Solanaceae,Cestrum tomentosum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:330708-2),urn:lsid:ipni.org:names:330708-2
1773,1774,True,(L.) Gaertn.,Plantae,Solanaceae,Nicandra physalodes,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:816832-1),urn:lsid:ipni.org:names:816832-1
1774,1775,True,L.f.,Plantae,Solanaceae,Solanum marginatum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:819994-1),urn:lsid:ipni.org:names:819994-1
1775,1776,True,Wilkin,Plantae,Dioscoreaceae,Dioscorea strydomiana,Species, <b>Use</b>: <em>Medicinal</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:77107546-1),urn:lsid:ipni.org:names:77107546-1
1776,1777,True,L.,Plantae,Lythraceae,Punica granatum,Species, <b>Use</b>:  for its fruit and is also highly regarded for its <em>medicinal</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:554129-1),urn:lsid:ipni.org:names:554129-1
1777,1778,True,(L.) L.,Plantae,Asteraceae,Eclipta prostrata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:1186403-2),urn:lsid:ipni.org:names:1186403-2
1778,1779,True,(L.) W.D.J.Koch,Plantae,Brassicaceae,Brassica nigra,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:279422-1),urn:lsid:ipni.org:names:279422-1
1779,1780,True,(L.) DeFilipps,Plantae,Combretaceae,Combretum indicum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77101543-1),urn:lsid:ipni.org:names:77101543-1
1780,1781,True,Mutis ex L.f.,Plantae,Ericaceae,Bejaria resinosa,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:327015-1),urn:lsid:ipni.org:names:327015-1
1781,1782,True,Medik.,Plantae,Fabaceae,Melilotus albus,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:156656-2),urn:lsid:ipni.org:names:156656-2
1782,1783,True,(DC.) S.A.Mori,Plantae,Lecythidaceae,Eschweilera coriacea,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:947902-1),urn:lsid:ipni.org:names:947902-1
1783,1784,True,(L.) Alston,Plantae,Myrtaceae,Syzygium jambos,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:601802-1),urn:lsid:ipni.org:names:601802-1
1784,1785,True,L.,Plantae,Nyctaginaceae,Mirabilis jalapa,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:162591-2),urn:lsid:ipni.org:names:162591-2
1785,1786,True,Juss.,Plantae,Passifloraceae,Passiflora ligularis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:675142-1),urn:lsid:ipni.org:names:675142-1
1786,1787,True,J.Koenig,Plantae,Zingiberaceae,Hedychium coronarium,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:796836-1),urn:lsid:ipni.org:names:796836-1
1787,1788,True,(Benth.) H.Rob.,Plantae,Asteraceae,Eirmocephala brachiata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:944995-1),urn:lsid:ipni.org:names:944995-1
1788,1789,True,Kunth,Plantae,Asteraceae,Mikania micrantha,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:161051-2),urn:lsid:ipni.org:names:161051-2
1789,1790,True,(L.) Juss. ex Kunth,Plantae,Bignoniaceae,Tecoma stans,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:111284-1),urn:lsid:ipni.org:names:111284-1
1790,1791,True,(Kunth) Steud.,Plantae,Bixaceae,Cochlospermum orinocense,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:111532-1),urn:lsid:ipni.org:names:111532-1
1791,1792,True,(Parkinson) Fosberg,Plantae,Moraceae,Artocarpus altilis,Species," <b>Use</b>: Food plant in the tropics, timber, <em>medicinal</em>, occasionally",POWO pages(/taxon/urn:lsid:ipni.org:names:582598-1),urn:lsid:ipni.org:names:582598-1
1792,1793,True,L.,Plantae,Poaceae,Avena fatua,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:391443-1),urn:lsid:ipni.org:names:391443-1
1793,1794,True,L.,Plantae,Fabaceae,Trifolium pratense,Species," <b>Use</b>: , honey production, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:523575-1),urn:lsid:ipni.org:names:523575-1
1794,1795,True,Willd.,Plantae,Amaranthaceae,Chenopodium quinoa,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:165175-1),urn:lsid:ipni.org:names:165175-1
1795,1796,True,L.,Plantae,Apiaceae,Eryngium campestre,Species, <b>Use</b>:  and other parts of Europe for its <em>medicinal</em> properties which,POWO pages(/taxon/urn:lsid:ipni.org:names:841701-1),urn:lsid:ipni.org:names:841701-1
1796,1797,True,L.f.,Plantae,Asteraceae,Barnadesia spinosa,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:184250-1),urn:lsid:ipni.org:names:184250-1
1797,1798,True,Schweinf.,Plantae,Fabaceae,Crotalaria agatiflora,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:487769-1),urn:lsid:ipni.org:names:487769-1
1798,1799,True,(Mill.) Urb.,Plantae,Fabaceae,Desmodium intortum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:134286-3),urn:lsid:ipni.org:names:134286-3
1799,1800,True,L.,Plantae,Malvaceae,Hibiscus rosa-sinensis,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:560756-1),urn:lsid:ipni.org:names:560756-1
1800,1801,True,Labill.,Plantae,Myrtaceae,Eucalyptus globulus,Species," <b>Use</b>: Essential oil, <em>medicinal</em>, timber, paper pulp, herbal tea",POWO pages(/taxon/urn:lsid:ipni.org:names:592965-1),urn:lsid:ipni.org:names:592965-1
1801,1802,True,(Prain) Mabb.,Plantae,Asparagaceae,Dracaena trifasciata,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:77164235-1),urn:lsid:ipni.org:names:77164235-1
1802,1803,True,Ruiz & Pav.,Plantae,Asteraceae,Galinsoga quadriradiata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:208557-1),urn:lsid:ipni.org:names:208557-1
1803,1804,True,(L.) Medik.,Plantae,Brassicaceae,Capsella bursa-pastoris,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:30092589-2),urn:lsid:ipni.org:names:30092589-2
1804,1805,True,Mill.,Plantae,Cactaceae,Opuntia elatior,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:136561-1),urn:lsid:ipni.org:names:136561-1
1805,1806,True,Triana & Planch.,Plantae,Caricaceae,Vasconcellea goudotiana,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:675773-1),urn:lsid:ipni.org:names:675773-1
1806,1807,True,L.,Plantae,Fabaceae,Spartium junceum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:519057-1),urn:lsid:ipni.org:names:519057-1
1807,1808,True,(L.) P.J.H.Hurter & Mabb.,Plantae,Fabaceae,Vachellia nilotica,Species," <b>Use</b>: <em>Medicinal</em>, timber, fuelwood, fodder.",POWO pages(/taxon/urn:lsid:ipni.org:names:77089275-1),urn:lsid:ipni.org:names:77089275-1
