"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
1687,1688,"True","L.","Plantae","Polygalaceae","Polygala paniculata","Species"," <b>Use</b>: This species is used as a <em>medicinal</em> plant against snake","POWO pages(/taxon/urn:lsid:ipni.org:names:330527-2)","urn:lsid:ipni.org:names:330527-2","Polygala paniculata","330527-2","Species","Polygala paniculata","330527-2"
1688,1689,"True","L.","Plantae","Solanaceae","Datura stramonium","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:314738-2)","urn:lsid:ipni.org:names:314738-2","Datura stramonium","314738-2","Species","Datura stramonium","314738-2"
1689,1690,"True","L.","Plantae","Acanthaceae","Ruellia tuberosa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:54671-1)","urn:lsid:ipni.org:names:54671-1","Ruellia tuberosa","54671-1","Species","Ruellia tuberosa","54671-1"
1690,1691,"True","Loes.","Plantae","Aquifoliaceae","Ilex guayusa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:127854-2)","urn:lsid:ipni.org:names:127854-2","Ilex guayusa","127854-2","Species","Ilex guayusa","127854-2"
1691,1692,"True","(L.) Cass.","Plantae","Asteraceae","Neurolaena lobata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:234386-1)","urn:lsid:ipni.org:names:234386-1","Neurolaena lobata","234386-1","Species","Neurolaena lobata","234386-1"
1692,1693,"True","L.","Plantae","Asteraceae","Tagetes erecta","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:252092-1)","urn:lsid:ipni.org:names:252092-1","Tagetes erecta","252092-1","Species","Tagetes erecta","252092-1"
1693,1694,"True","L.","Plantae","Asteraceae","Tridax procumbens","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:257735-2)","urn:lsid:ipni.org:names:257735-2","Tridax procumbens","257735-2","Species","Tridax procumbens","257735-2"
1694,1695,"True","(Kunth) Triana & Planch.","Plantae","Burseraceae","Bursera graveolens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:127138-1)","urn:lsid:ipni.org:names:127138-1","Bursera graveolens","127138-1","Species","Bursera graveolens","127138-1"
1695,1696,"True","(Standl.) Daly","Plantae","Burseraceae","Protium stevensonii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77202519-1)","urn:lsid:ipni.org:names:77202519-1",NA,NA,NA,NA,NA
1696,1697,"True","(L.) Griseb.","Plantae","Convolvulaceae","Jacquemontia tamnifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:270265-1)","urn:lsid:ipni.org:names:270265-1","Jacquemontia tamnifolia","270265-1","Species","Jacquemontia tamnifolia","270265-1"
1697,1698,"True","(Kunth) E.Walther","Plantae","Crassulaceae","Echeveria bicolor","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:86883-2)","urn:lsid:ipni.org:names:86883-2","Echeveria bicolor","86883-2","Species","Echeveria bicolor","86883-2"
1698,1699,"True","Humb. & Bonpl. ex Willd.","Plantae","Dioscoreaceae","Dioscorea coriacea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:324018-2)","urn:lsid:ipni.org:names:324018-2","Dioscorea coriacea","324018-2","Species","Dioscorea coriacea","324018-2"
1699,1700,"True","Aubl.","Plantae","Euphorbiaceae","Maprounea guianensis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:352054-1)","urn:lsid:ipni.org:names:352054-1","Maprounea guianensis","352054-1","Species","Maprounea guianensis","352054-1"
1700,1701,"True","(L.) H.S.Irwin & Barneby","Plantae","Fabaceae","Senna hirsuta","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:234491-2)","urn:lsid:ipni.org:names:234491-2","Senna hirsuta","234491-2","Species","Senna hirsuta","234491-2"
1701,1702,"True","(L.) Planch. & Triana","Plantae","Hypericaceae","Vismia baccifera","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:434100-1)","urn:lsid:ipni.org:names:434100-1","Vismia baccifera","434100-1","Species","Vismia baccifera","434100-1"
1702,1703,"True","(L.) R.Br.","Plantae","Lamiaceae","Leonotis nepetifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:127310-3)","urn:lsid:ipni.org:names:127310-3","Leonotis nepetifolia","127310-3","Species","Leonotis nepetifolia","127310-3"
1703,1704,"True","Jacq.","Plantae","Malvaceae","Malachra alceifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:561421-1)","urn:lsid:ipni.org:names:561421-1","Malachra alceifolia","561421-1","Species","Malachra alceifolia","561421-1"
1704,1705,"True","L.","Plantae","Moraceae","Ficus benghalensis","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, traditions &amp; beliefs, food","POWO pages(/taxon/urn:lsid:ipni.org:names:852482-1)","urn:lsid:ipni.org:names:852482-1","Ficus benghalensis","852482-1","Species","Ficus benghalensis","852482-1"
1705,1706,"True","L.","Plantae","Poaceae","Andropogon bicornis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:12758-2)","urn:lsid:ipni.org:names:12758-2","Andropogon bicornis","12758-2","Species","Andropogon bicornis","12758-2"
1706,1707,"True","(Spreng.) Hyl.","Plantae","Polypodiaceae","Dryopteris wallichiana","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:17392950-1)","urn:lsid:ipni.org:names:17392950-1","Dryopteris wallichiana","17392950-1","Species","Dryopteris wallichiana","17392950-1"
1707,1708,"True","L.","Plantae","Urticaceae","Cecropia peltata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:850956-1)","urn:lsid:ipni.org:names:850956-1","Cecropia peltata","850956-1","Species","Cecropia peltata","850956-1"
1708,1709,"True","L.f.","Plantae","Viburnaceae","Viburnum tinoides","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:149971-1)","urn:lsid:ipni.org:names:149971-1","Viburnum tinoides","149971-1","Species","Viburnum tinoides","149971-1"
1709,1710,"True","L.","Plantae","Violaceae","Viola odorata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:868828-1)","urn:lsid:ipni.org:names:868828-1","Viola odorata","868828-1","Species","Viola odorata","868828-1"
1710,1711,"True","(Lam.) Mart.","Plantae","Annonaceae","Xylopia aromatica","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:76067-1)","urn:lsid:ipni.org:names:76067-1","Xylopia aromatica","76067-1","Species","Xylopia aromatica","76067-1"
1711,1712,"True","L.","Plantae","Fabaceae","Indigofera hirsuta","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:499456-1)","urn:lsid:ipni.org:names:499456-1","Indigofera hirsuta","499456-1","Species","Indigofera hirsuta","499456-1"
1712,1713,"True","(Vahl) Willd.","Plantae","Fabaceae","Inga spectabilis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:1122303-2)","urn:lsid:ipni.org:names:1122303-2","Inga spectabilis","1122303-2","Species","Inga spectabilis","1122303-2"
1713,1714,"True","(L.) All.","Plantae","Fabaceae","Melilotus indicus","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:1207360-2)","urn:lsid:ipni.org:names:1207360-2","Melilotus indicus","1207360-2","Species","Melilotus indicus","1207360-2"
1714,1715,"True","L.","Plantae","Fabaceae","Mimosa pigra","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:313003-2)","urn:lsid:ipni.org:names:313003-2","Mimosa pigra","313003-2","Species","Mimosa pigra","313003-2"
1715,1716,"True","L.","Plantae","Magnoliaceae","Magnolia grandiflora","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:554723-1)","urn:lsid:ipni.org:names:554723-1","Magnolia grandiflora","554723-1","Species","Magnolia grandiflora","554723-1"
1716,1717,"True","L.","Plantae","Malvaceae","Theobroma cacao","Species"," <b>Use</b>: Food, <em>medicinal</em>, cosmetics, peat mulch alternative.","POWO pages(/taxon/urn:lsid:ipni.org:names:320783-2)","urn:lsid:ipni.org:names:320783-2","Theobroma cacao","320783-2","Species","Theobroma cacao","320783-2"
1717,1718,"True","Ruiz & Pav.","Plantae","Rosaceae","Alchemilla orbiculata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:720816-1)","urn:lsid:ipni.org:names:720816-1","Alchemilla orbiculata","720816-1","Species","Alchemilla orbiculata","720816-1"
1718,1719,"True","Jacq.","Plantae","Rubiaceae","Hamelia patens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:752194-1)","urn:lsid:ipni.org:names:752194-1","Hamelia patens","752194-1","Species","Hamelia patens","752194-1"
1719,1720,"True","L.","Plantae","Fabaceae","Mimosa pudica","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:313242-2)","urn:lsid:ipni.org:names:313242-2","Mimosa pudica","313242-2","Species","Mimosa pudica","313242-2"
1720,1721,"True","(L.) Link","Plantae","Fabaceae","Senna occidentalis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:1117728-2)","urn:lsid:ipni.org:names:1117728-2","Senna occidentalis","1117728-2","Species","Senna occidentalis","1117728-2"
1721,1722,"True","L.","Plantae","Amaranthaceae","Amaranthus hybridus","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:10648-2)","urn:lsid:ipni.org:names:10648-2","Amaranthus hybridus","10648-2","Species","Amaranthus hybridus","10648-2"
1722,1723,"True","Kunth","Plantae","Aquifoliaceae","Ilex laurina","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:83435-1)","urn:lsid:ipni.org:names:83435-1","Ilex daphnogenea","83218-1","Species","Ilex daphnogenea","83218-1"
1723,1724,"True","L.","Plantae","Asteraceae","Clibadium surinamense","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:319147-2)","urn:lsid:ipni.org:names:319147-2","Clibadium surinamense","319147-2","Species","Clibadium surinamense","319147-2"
1724,1725,"True","(Hemsl.) A.Gray","Plantae","Asteraceae","Tithonia diversifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:255747-1)","urn:lsid:ipni.org:names:255747-1","Tithonia diversifolia","255747-1","Species","Tithonia diversifolia","255747-1"
1725,1726,"True","(L.) Willd. ex Schult.","Plantae","Caryophyllaceae","Drymaria cordata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:30172747-2)","urn:lsid:ipni.org:names:30172747-2","Drymaria cordata","30172747-2","Species","Drymaria cordata","30172747-2"
1726,1727,"True","Kunth","Plantae","Ericaceae","Vaccinium floribundum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:858930-1)","urn:lsid:ipni.org:names:858930-1","Vaccinium floribundum","858930-1","Species","Vaccinium floribundum","858930-1"
1727,1728,"True","Benth.","Plantae","Fabaceae","Brownea ariza","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:482406-1)","urn:lsid:ipni.org:names:482406-1","Brownea grandiceps","482418-1","Species","Brownea grandiceps","482418-1"
1728,1729,"True","Link","Plantae","Fabaceae","Crotalaria micans","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:322606-2)","urn:lsid:ipni.org:names:322606-2","Crotalaria micans","322606-2","Species","Crotalaria micans","322606-2"
1729,1730,"True","Naudin","Plantae","Melastomataceae","Bellucia pentamera","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:323200-2)","urn:lsid:ipni.org:names:323200-2","Bellucia pentamera","323200-2","Species","Bellucia pentamera","323200-2"
1730,1731,"True","L.","Plantae","Meliaceae","Trichilia hirta","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:322348-2)","urn:lsid:ipni.org:names:322348-2","Trichilia hirta","322348-2","Species","Trichilia hirta","322348-2"
1731,1732,"True","L.","Plantae","Papaveraceae","Argemone mexicana","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:18816-2)","urn:lsid:ipni.org:names:18816-2","Argemone mexicana","18816-2","Species","Argemone mexicana","18816-2"
1732,1733,"True","Vahl","Plantae","Phyllanthaceae","Phyllanthus acuminatus","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:194611-2)","urn:lsid:ipni.org:names:194611-2","Phyllanthus acuminatus","194611-2","Species","Phyllanthus acuminatus","194611-2"
1733,1734,"True","L.","Plantae","Poaceae","Anthoxanthum odoratum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:389034-1)","urn:lsid:ipni.org:names:389034-1","Anthoxanthum odoratum","389034-1","Species","Anthoxanthum odoratum","389034-1"
1734,1735,"True","(Sw.) R.Br. ex Roem. & Schult.","Plantae","Primulaceae","Myrsine coriacea","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:1028287-2)","urn:lsid:ipni.org:names:1028287-2","Myrsine coriacea","1028287-2","Species","Myrsine coriacea","1028287-2"
1735,1736,"True","(Kunth) G.Don","Plantae","Gentianaceae","Halenia asclepiadea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:369443-1)","urn:lsid:ipni.org:names:369443-1","Halenia asclepiadea","369443-1","Species","Halenia asclepiadea","369443-1"
1736,1737,"True","(L.) Kuntze","Plantae","Lamiaceae","Mesosphaerum suaveolens","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:158297-2)","urn:lsid:ipni.org:names:158297-2","Mesosphaerum suaveolens","158297-2","Species","Mesosphaerum suaveolens","158297-2"
1737,1738,"True","Sw.","Plantae","Myrtaceae","Psidium guineense","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:211886-2)","urn:lsid:ipni.org:names:211886-2","Psidium guineense","211886-2","Species","Psidium guineense","211886-2"
1738,1739,"True","L.","Plantae","Passifloraceae","Passiflora foetida","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:321966-2)","urn:lsid:ipni.org:names:321966-2","Passiflora foetida","321966-2","Species","Passiflora foetida","321966-2"
1739,1740,"True","Ruiz & Pav.","Plantae","Tropaeolaceae","Tropaeolum tuberosum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:310353-2)","urn:lsid:ipni.org:names:310353-2","Tropaeolum tuberosum","310353-2","Species","Tropaeolum tuberosum","310353-2"
1740,1741,"True","(L.) Nicolson & C.E.Jarvis","Plantae","Vitaceae","Cissus verticillata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:980361-1)","urn:lsid:ipni.org:names:980361-1","Cissus verticillata","980361-1","Species","Cissus verticillata","980361-1"
1741,1742,"True","L.","Plantae","Fabaceae","Medicago sativa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30234961-2)","urn:lsid:ipni.org:names:30234961-2","Medicago sativa","30234961-2","Species","Medicago sativa","30234961-2"
1742,1743,"True","Cuatrec.","Plantae","Asteraceae","Espeletia tunjana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:97794-2)","urn:lsid:ipni.org:names:97794-2","Espeletia tunjana","97794-2","Species","Espeletia tunjana","97794-2"
1743,1744,"True","Bonpl.","Plantae","Asteraceae","Tagetes zypaquirensis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:252183-1)","urn:lsid:ipni.org:names:252183-1","Tagetes zypaquirensis","252183-1","Species","Tagetes zypaquirensis","252183-1"
1744,1745,"True","L.","Plantae","Balsaminaceae","Impatiens balsamina","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:373978-1)","urn:lsid:ipni.org:names:373978-1","Impatiens balsamina","373978-1","Species","Impatiens balsamina","373978-1"
1745,1746,"True","(C.Presl) Hook.","Plantae","Cyatheaceae","Dicksonia sellowiana","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:275823-2)","urn:lsid:ipni.org:names:275823-2","Dicksonia sellowiana","275823-2","Species","Dicksonia sellowiana","275823-2"
1746,1747,"True","(L.) Arthur","Plantae","Euphorbiaceae","Cnidoscolus urens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:61899-2)","urn:lsid:ipni.org:names:61899-2","Cnidoscolus urens","61899-2","Species","Cnidoscolus urens","61899-2"
1747,1748,"True","(L.) Sw.","Plantae","Fabaceae","Caesalpinia pulcherrima","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:1164658-2)","urn:lsid:ipni.org:names:1164658-2","Caesalpinia pulcherrima","1164658-2","Species","Caesalpinia pulcherrima","1164658-2"
1748,1749,"True","Desr.","Plantae","Fabaceae","Lupinus alopecuroides","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:504088-1)","urn:lsid:ipni.org:names:504088-1","Lupinus alopecuroides","504088-1","Species","Lupinus alopecuroides","504088-1"
1749,1750,"True","L.","Plantae","Linaceae","Linum usitatissimum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:544772-1)","urn:lsid:ipni.org:names:544772-1",NA,NA,NA,NA,NA
1750,1751,"True","L.","Plantae","Passifloraceae","Passiflora quadrangularis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:675390-1)","urn:lsid:ipni.org:names:675390-1","Passiflora quadrangularis","675390-1","Species","Passiflora quadrangularis","675390-1"
1751,1752,"True","Aiton","Plantae","Solanaceae","Solanum muricatum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:820187-1)","urn:lsid:ipni.org:names:820187-1","Solanum furcatum","819265-1","Species","Solanum furcatum","819265-1"
1752,1753,"True","L.","Plantae","Poaceae","Arundo donax","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:390837-1)","urn:lsid:ipni.org:names:390837-1","Arundo donax","390837-1","Species","Arundo donax","390837-1"
1753,1754,"True","(Aubl.) P.Beauv.","Plantae","Poaceae","Gynerium sagittatum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:404486-1)","urn:lsid:ipni.org:names:404486-1","Gynerium sagittatum","404486-1","Species","Gynerium sagittatum","404486-1"
1754,1755,"True","Müll.Arg.","Plantae","Apocynaceae","Aspidosperma polyneuron","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:77433-1)","urn:lsid:ipni.org:names:77433-1","Aspidosperma polyneuron","77433-1","Species","Aspidosperma polyneuron","77433-1"
1755,1756,"True","(L.) G.Don","Plantae","Apocynaceae","Catharanthus roseus","Species"," <b>Use</b>: <em>Medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:77880-1)","urn:lsid:ipni.org:names:77880-1","Catharanthus roseus","77880-1","Species","Catharanthus roseus","77880-1"
1756,1757,"True","(Kunth) C.Jeffrey","Plantae","Asteraceae","Monticalia ledifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:963586-1)","urn:lsid:ipni.org:names:963586-1","Monticalia ledifolia","963586-1","Species","Monticalia ledifolia","963586-1"
1757,1758,"True","L.","Plantae","Brassicaceae","Raphanus raphanistrum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:217826-2)","urn:lsid:ipni.org:names:217826-2","Raphanus raphanistrum","217826-2","Species","Raphanus raphanistrum","217826-2"
1758,1759,"True","L.","Plantae","Cucurbitaceae","Cucurbita pepo","Species"," <b>Use</b>: Food, ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:292416-1)","urn:lsid:ipni.org:names:292416-1","Cucurbita pepo","292416-1","Species","Cucurbita pepo","292416-1"
1759,1760,"True","L.","Plantae","Fabaceae","Aeschynomene americana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:316404-2)","urn:lsid:ipni.org:names:316404-2","Aeschynomene americana","316404-2","Species","Aeschynomene americana","316404-2"
1760,1761,"True","L.","Plantae","Lythraceae","Lagerstroemia indica","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:553576-1)","urn:lsid:ipni.org:names:553576-1","Lagerstroemia indica","553576-1","Species","Lagerstroemia indica","553576-1"
1761,1762,"True","(L.f.) Triana","Plantae","Melastomataceae","Brachyotum strigosum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:566891-1)","urn:lsid:ipni.org:names:566891-1","Brachyotum strigosum","566891-1","Species","Brachyotum strigosum","566891-1"
1762,1763,"True","H.Karst.","Plantae","Passifloraceae","Passiflora antioquiensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:674787-1)","urn:lsid:ipni.org:names:674787-1","Passiflora antioquiensis","674787-1","Species","Passiflora antioquiensis","674787-1"
1763,1764,"True","(Lour.) Galasso & Banfi","Plantae","Rosaceae","Rhaphiolepis bibas","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:77209608-1)","urn:lsid:ipni.org:names:77209608-1",NA,NA,NA,NA,NA
1764,1765,"True","(Planch.) Devecchi & Pirani","Plantae","Simaroubaceae","Homalolepis cedron","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:77190108-1)","urn:lsid:ipni.org:names:77190108-1",NA,NA,NA,NA,NA
1765,1766,"True","L.","Plantae","Asteraceae","Ageratum conyzoides","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:7086-2)","urn:lsid:ipni.org:names:7086-2","Chromolaena corymbosa","57380-2","Species","Chromolaena corymbosa","57380-2"
1766,1767,"True","Pers.","Plantae","Asteraceae","Baccharis latifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:183399-1)","urn:lsid:ipni.org:names:183399-1","Baccharis latifolia","183399-1","Species","Baccharis latifolia","183399-1"
1767,1768,"True","Sch.Bip.","Plantae","Asteraceae","Montanoa quadrangularis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:233605-1)","urn:lsid:ipni.org:names:233605-1","Montanoa quadrangularis","233605-1","Species","Montanoa quadrangularis","233605-1"
1768,1769,"True","W.T.Aiton","Plantae","Brassicaceae","Nasturtium officinale","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:287534-1)","urn:lsid:ipni.org:names:287534-1","Nasturtium officinale","287534-1","Species","Nasturtium officinale","287534-1"
1769,1770,"True","L.","Plantae","Fabaceae","Lathyrus sativus","Species"," <b>Use</b>: Food, fodder, hay, green manure, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:501990-1)","urn:lsid:ipni.org:names:501990-1","Lathyrus sativus","501990-1","Species","Lathyrus sativus","501990-1"
