,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
1608,81533-1,Rauvolfia decurva,Rauvolfia decurva,81533-1,Species,,:MPNS (Rauvolfia decurva)
1609,81545-1,Rauvolfia grandiflora,Rauvolfia grandiflora,81545-1,Species,,:MPNS (Rauvolfia grandiflora)
1610,940994-1,Rauvolfia hookeri,Rauvolfia hookeri,940994-1,Species,,:MPNS (Rauvolfia hookeri)
1611,81554-1,Rauvolfia javanica,Rauvolfia javanica,81554-1,Species,,:MPNS (Rauvolfia javanica)
1612,81565-1,Rauvolfia ligustrina,Rauvolfia ligustrina,81565-1,Species,,:MPNS (Rauvolfia ligustrina)
1613,217921-2,Rauvolfia littoralis,Rauvolfia littoralis,217921-2,Species,,:MPNS (Rauvolfia littoralis)
1614,81579-1,Rauvolfia mannii,Rauvolfia mannii,81579-1,Species,,:MPNS (Rauvolfia mannii)
1615,81583-1,Rauvolfia media,Rauvolfia media,81583-1,Species,,:MPNS (Rauvolfia media)
1616,81586-1,Rauvolfia micrantha,Rauvolfia micrantha,81586-1,Species,,:MPNS (Rauvolfia micrantha)
1617,81591-1,Rauvolfia mombasiana,Rauvolfia mombasiana,81591-1,Species,,:MPNS (Rauvolfia mombasiana)
1618,217935-2,Rauvolfia pentaphylla,Rauvolfia pentaphylla,217935-2,Species,,:MPNS (Rauvolfia pentaphylla)
1619,81624-1,Rauvolfia praecox,Rauvolfia praecox,81624-1,Species,,:MPNS (Rauvolfia praecox)
1620,217943-2,Rauvolfia schuelii,Rauvolfia schuelii,217943-2,Species,,:MPNS (Rauvolfia schuelii)
1621,328979-2,Rauvolfia sellowii,Rauvolfia sellowii,328979-2,Species,,:MPNS (Rauvolfia sellowii)
1622,81646-1,Rauvolfia semperflorens,Rauvolfia semperflorens,81646-1,Species,,:MPNS (Rauvolfia semperflorens)
1623,81648-1,Rauvolfia serpentina,Rauvolfia serpentina,81648-1,Species,,:MPNS (Rauvolfia serpentina)
1624,81660-1,Rauvolfia sumatrana,Rauvolfia sumatrana,81660-1,Species,,:MPNS (Rauvolfia sumatrana)
1625,81663-1,Rauvolfia tetraphylla,Rauvolfia tetraphylla,81663-1,Species,,:MPNS (Rauvolfia tetraphylla)
1626,81667-1,Rauvolfia verticillata,Rauvolfia verticillata,81667-1,Species,,:MPNS (Rauvolfia verticillata)
1627,81670-1,Rauvolfia viridis,Rauvolfia viridis,81670-1,Species,,:MPNS (Rauvolfia viridis)
1628,81673-1,Rauvolfia vomitoria,Rauvolfia vomitoria,81673-1,Species,,:MPNS (Rauvolfia vomitoria)
1629,218543-2,Remijia amphithrix,Remijia amphithrix,218543-2,Species,,:MPNS (Remijia amphithrix)
1630,764561-1,Remijia ferruginea,Remijia ferruginea,764561-1,Species,,:MPNS (Remijia ferruginea)
1631,764562-1,Remijia firmula,Remijia firmula,764562-1,Species,,:MPNS (Remijia firmula)
1632,764576-1,Remijia macrocnemia,Remijia macrocnemia,764576-1,Species,,:MPNS (Remijia macrocnemia)
1633,764577-1,Remijia macrophylla,Remijia macrophylla,764577-1,Species,,:MPNS (Remijia macrophylla)
1634,218576-2,Remijia trianae,Remijia trianae,218576-2,Species,,:MPNS (Remijia trianae)
1635,218577-2,Remijia ulei,Remijia ulei,218577-2,Species,,:MPNS (Remijia ulei)
1636,764600-1,Remijia vellozoi,Remijia vellozoi,764600-1,Species,,:MPNS (Remijia vellozoi)
1637,764605-1,Rennellia morindiformis,Rennellia morindiformis,764605-1,Species,,:MPNS (Rennellia morindiformis)
1638,764607-1,Rennellia paniculata,Rennellia paniculata,764607-1,Species,,:MPNS (Rennellia paniculata)
1639,764609-1,Rennellia speciosa,Rennellia speciosa,764609-1,Species,,:MPNS (Rennellia speciosa)
1640,81684-1,Rhabdadenia biflora,Rhabdadenia biflora,81684-1,Species,,:MPNS (Rhabdadenia biflora)
1641,81712-1,Rhazya stricta,Rhazya stricta,81712-1,Species,,:MPNS (Rhazya stricta)
1642,77086243-1,Rhodopentas bussei,Rhodopentas bussei,77086243-1,Species,,:MPNS (Rhodopentas bussei)
1643,764657-1,Richardia brasiliensis,Richardia brasiliensis,764657-1,Species,,:MPNS (Richardia brasiliensis)
1644,764663-1,Richardia grandiflora,Richardia grandiflora,764663-1,Species,,:MPNS (Richardia grandiflora)
1645,764679-1,Richardia scabra,Richardia scabra,764679-1,Species,,:MPNS (Richardia scabra)
1646,77160540-1,Ridsdalea schoemannii,Ridsdalea schoemannii,77160540-1,Species,,:MPNS (Ridsdalea schoemannii)
1647,77160552-1,Ridsdalea wittii,Ridsdalea wittii,77160552-1,Species,,:MPNS (Ridsdalea wittii)
1648,100861-1,Riocreuxia torulosa,Riocreuxia torulosa,100861-1,Species,,:MPNS (Riocreuxia torulosa)
1649,764727-1,Ronabea emetica,Ronabea emetica,764727-1,Species,,:MPNS (Ronabea emetica)
1650,764729-1,Ronabea latifolia,Ronabea latifolia,764729-1,Species,,:MPNS (Ronabea latifolia)
1651,764967-1,Rondeletia odorata,Rondeletia odorata,764967-1,Species,,:MPNS (Rondeletia odorata)
1652,222507-2,Rosenbergiodendron densiflorum,Rosenbergiodendron densiflorum,222507-2,Species,,:MPNS (Rosenbergiodendron densiflorum)
1653,222508-2,Rosenbergiodendron formosum,Rosenbergiodendron formosum,222508-2,Species,,:MPNS (Rosenbergiodendron formosum)
1654,222509-2,Rosenbergiodendron longiflorum,Rosenbergiodendron longiflorum,222509-2,Species,,:MPNS (Rosenbergiodendron longiflorum)
1655,765111-1,Rothmannia annae,Rothmannia annae,765111-1,Species,,:MPNS (Rothmannia annae)
1656,765117-1,Rothmannia capensis,Rothmannia capensis,765117-1,Species,,:MPNS (Rothmannia capensis)
1657,765120-1,Rothmannia engleriana,Rothmannia engleriana,765120-1,Species,,:MPNS (Rothmannia engleriana)
1658,765125-1,Rothmannia globosa,Rothmannia globosa,765125-1,Species,,:MPNS (Rothmannia globosa)
1659,765127-1,Rothmannia hispida,Rothmannia hispida,765127-1,Species,,:MPNS (Rothmannia hispida)
1660,765136-1,Rothmannia longiflora,Rothmannia longiflora,765136-1,Species,,:MPNS (Rothmannia longiflora)
1661,765137-1,Rothmannia lujae,Rothmannia lujae,765137-1,Species,,:MPNS (Rothmannia lujae)
1662,765139-1,Rothmannia macrocarpa,Rothmannia macrocarpa,765139-1,Species,,:MPNS (Rothmannia macrocarpa)
1663,765151-1,Rothmannia octomera,Rothmannia octomera,765151-1,Species,,:MPNS (Rothmannia octomera)
1664,765161-1,Rothmannia urcelliformis,Rothmannia urcelliformis,765161-1,Species,,:MPNS (Rothmannia urcelliformis)
1665,765164-1,Rothmannia whitfieldii,Rothmannia whitfieldii,765164-1,Species,,:MPNS (Rothmannia whitfieldii)
1666,765178-1,Rubia alata,Rubia alata,765178-1,Species,,:MPNS (Rubia alata)
1667,765187-1,Rubia argyi,Rubia argyi,765187-1,Species,,:MPNS (Rubia argyi)
1668,765210-1,Rubia chitralensis,Rubia chitralensis,765210-1,Species,,:MPNS (Rubia chitralensis)
1669,765218-1,Rubia cordifolia,Rubia cordifolia,765218-1,Species,,:MPNS (Rubia cordifolia)
1670,890653-1,Rubia cordifolia subsp. conotricha,Rubia cordifolia,765218-1,Subspecies,,:MPNS (Rubia cordifolia subsp. conotricha)
1671,765264-1,Rubia horrida,Rubia horrida,765264-1,Species,,:MPNS (Rubia horrida)
1672,765292-1,Rubia manjith,Rubia manjith,765292-1,Species,,:MPNS (Rubia manjith)
1673,765295-1,Rubia membranacea,Rubia membranacea,765295-1,Species,,:MPNS (Rubia membranacea)
1674,765310-1,Rubia oncotricha,Rubia oncotricha,765310-1,Species,,:MPNS (Rubia oncotricha)
1675,77122334-1,Rubia ovatifolia,Rubia ovatifolia,77122334-1,Species,,:MPNS (Rubia ovatifolia)
1676,765320-1,Rubia peregrina,Rubia peregrina,765320-1,Species,,:MPNS (Rubia peregrina)
1677,765324-1,Rubia petiolaris,Rubia petiolaris,765324-1,Species,,:MPNS (Rubia petiolaris)
1678,765326-1,Rubia podantha,Rubia podantha,765326-1,Species,,:MPNS (Rubia podantha)
1679,765350-1,Rubia schumanniana,Rubia schumanniana,765350-1,Species,,:MPNS (Rubia schumanniana)
1680,765354-1,Rubia sikkimensis,Rubia sikkimensis,765354-1,Species,,:MPNS (Rubia sikkimensis)
1681,765356-1,Rubia sylvatica,Rubia sylvatica,765356-1,Species,,:MPNS (Rubia sylvatica)
1682,765366-1,Rubia tibetica,Rubia tibetica,765366-1,Species,,:MPNS (Rubia tibetica)
1683,765369-1,Rubia tinctorum,Rubia tinctorum,765369-1,Species,,:MPNS (Rubia tinctorum)
1684,765375-1,Rubia truppeliana,Rubia truppeliana,765375-1,Species,,:MPNS (Rubia truppeliana)
1685,765383-1,Rubia wallichiana,Rubia wallichiana,765383-1,Species,,:MPNS (Rubia wallichiana)
1686,765385-1,Rubia yunnanensis,Rubia yunnanensis,765385-1,Species,,:MPNS (Rubia yunnanensis)
1687,223858-2,Rudgea cornifolia,Rudgea cornifolia,223858-2,Species,,:MPNS (Rudgea cornifolia)
1688,765569-1,Rudgea panurensis,Rudgea panurensis,765569-1,Species,,:MPNS (Rudgea panurensis)
1689,1139608-2,Rudgea viburnoides,Rudgea viburnoides,1139608-2,Species,,:MPNS (Rudgea viburnoides)
1690,60478412-2,Ruehssia altissima,Ruehssia altissima,60478412-2,Species,,:MPNS (Ruehssia altissima)
1691,77209273-1,Ruehssia clausa,Ruehssia clausa,77209273-1,Species,,:MPNS (Ruehssia clausa)
1692,1150695-2,Rustia formosa,Rustia formosa,1150695-2,Species,,:MPNS (Rustia formosa)
1693,765665-1,Rutidea glabra,Rutidea glabra,765665-1,Species,,:MPNS (Rutidea glabra)
1694,765679-1,Rutidea membranacea,Rutidea membranacea,765679-1,Species,,:MPNS (Rutidea membranacea)
1695,765687-1,Rutidea parviflora,Rutidea parviflora,765687-1,Species,,:MPNS (Rutidea parviflora)
1696,765714-1,Rytigynia canthioides,Rytigynia canthioides,765714-1,Species,,:MPNS (Rytigynia canthioides)
1697,906983-1,Rytigynia kigeziensis,Rytigynia kigeziensis,906983-1,Species,,:MPNS (Rytigynia kigeziensis)
1698,765739-1,Rytigynia kiwuensis,Rytigynia kiwuensis,765739-1,Species,,:MPNS (Rytigynia kiwuensis)
1699,77169428-1,Rytigynia monantha var. monantha,Rytigynia monantha,765755-1,Variety,,:MPNS (Rytigynia monantha var. monantha)
1700,943816-1,Rytigynia uhligii,Rytigynia uhligii,943816-1,Species,,:MPNS (Rytigynia uhligii)
1701,81757-1,Saba comorensis,Saba comorensis,81757-1,Species,,:MPNS (Saba comorensis)
1702,81759-1,Saba senegalensis,Saba senegalensis,81759-1,Species,,:MPNS (Saba senegalensis)
1703,224936-2,Sabicea amazonensis,Sabicea amazonensis,224936-2,Species,,:MPNS (Sabicea amazonensis)
1704,765809-1,Sabicea bequaertii,Sabicea bequaertii,765809-1,Species,,:MPNS (Sabicea bequaertii)
1705,224948-2,Sabicea brasiliensis,Sabicea brasiliensis,224948-2,Species,,:MPNS (Sabicea brasiliensis)
1706,765821-1,Sabicea calycina,Sabicea calycina,765821-1,Species,,:MPNS (Sabicea calycina)
1707,765830-1,Sabicea cinerea,Sabicea cinerea,765830-1,Species,,:MPNS (Sabicea cinerea)
1708,765855-1,Sabicea ferruginea,Sabicea ferruginea,765855-1,Species,,:MPNS (Sabicea ferruginea)
1709,30071648-2,Sabicea glabrescens,Sabicea glabrescens,30071648-2,Species,,:MPNS (Sabicea glabrescens)
1710,765902-1,Sabicea mildbraedii,Sabicea mildbraedii,765902-1,Species,,:MPNS (Sabicea mildbraedii)
1711,765972-1,Sabicea villosa,Sabicea villosa,765972-1,Species,,:MPNS (Sabicea villosa)
1712,765973-1,Sabicea vogelii,Sabicea vogelii,765973-1,Species,,:MPNS (Sabicea vogelii)
1713,766005-1,Salzmannia nitida,Salzmannia nitida,766005-1,Species,,:MPNS (Salzmannia nitida)
1714,766011-1,Saprosma arborea,Saprosma arborea,766011-1,Species,,:MPNS (Saprosma arborea)
1715,77177133-1,Saprosma consimilis,Saprosma consimilis,77177133-1,Species,,:MPNS (Saprosma consimilis)
1716,766021-1,Saprosma corymbosa,Saprosma corymbosa,766021-1,Species,,:MPNS (Saprosma corymbosa)
1717,766025-1,Saprosma foetens,Saprosma foetens,766025-1,Species,,:MPNS (Saprosma foetens)
1718,766029-1,Saprosma glomerulata,Saprosma glomerulata,766029-1,Species,,:MPNS (Saprosma glomerulata)
1719,766031-1,Saprosma hainanensis,Saprosma hainanensis,766031-1,Species,,:MPNS (Saprosma hainanensis)
1720,766038-1,Saprosma longicalyx,Saprosma longicalyx,766038-1,Species,,:MPNS (Saprosma longicalyx)
1721,766050-1,Saprosma scortechinii,Saprosma scortechinii,766050-1,Species,,:MPNS (Saprosma scortechinii)
1722,766055-1,Saprosma ternata,Saprosma ternata,766055-1,Species,,:MPNS (Saprosma ternata)
1723,100924-1,Sarcolobus carinatus,Sarcolobus carinatus,100924-1,Species,,:MPNS (Sarcolobus carinatus)
1724,100926-1,Sarcolobus globosus,Sarcolobus globosus,100926-1,Species,,:MPNS (Sarcolobus globosus)
1725,77172642-1,Sarcolobus globosus subsp. globosus,Sarcolobus globosus,100926-1,Subspecies,,:MPNS (Sarcolobus globosus subsp. globosus)
1726,969088-1,Sarcolobus stenophyllus,Sarcolobus stenophyllus,969088-1,Species,,:MPNS (Sarcolobus stenophyllus)
1727,77111993-1,Schizocalyx cuspidatus,Schizocalyx cuspidatus,77111993-1,Species,,:MPNS (Schizocalyx cuspidatus)
1728,101083-1,Schizoglossum atropurpureum,Schizoglossum atropurpureum,101083-1,Species,,:MPNS (Schizoglossum atropurpureum)
1729,101112-1,Schizoglossum cordifolium,Schizoglossum cordifolium,101112-1,Species,,:MPNS (Schizoglossum cordifolium)
1730,77093289-1,Schizomussaenda henryi,Schizomussaenda henryi,77093289-1,Species,,:MPNS (Schizomussaenda henryi)
1731,81764-1,Schizozygia coffeoides,Schizozygia coffeoides,81764-1,Species,,:MPNS (Schizozygia coffeoides)
1732,101279-1,Schubertia grandiflora,Schubertia grandiflora,101279-1,Species,,:MPNS (Schubertia grandiflora)
1733,101284-1,Schubertia multiflora,Schubertia multiflora,101284-1,Species,,:MPNS (Schubertia multiflora)
1734,766232-1,Schumanniophyton hirsutum,Schumanniophyton hirsutum,766232-1,Species,,:MPNS (Schumanniophyton hirsutum)
1735,766234-1,Schumanniophyton magnificum,Schumanniophyton magnificum,766234-1,Species,,:MPNS (Schumanniophyton magnificum)
1736,77169896-1,Schumanniophyton magnificum var. magnificum,Schumanniophyton magnificum,766234-1,Variety,,:MPNS (Schumanniophyton magnificum var. magnificum)
1737,77188742-1,Schumanniophyton magnificum var. trimerum,Schumanniophyton magnificum,766234-1,Variety,,:MPNS (Schumanniophyton magnificum var. trimerum)
1738,77212574-1,Scleromitrion brachypodum,Scleromitrion brachypodum,77212574-1,Species,,:MPNS (Scleromitrion brachypodum)
1739,77144472-1,Scleromitrion diffusum,Scleromitrion diffusum,77144472-1,Species,,:MPNS (Scleromitrion diffusum)
1740,77211000-1,Scleromitrion galioides,Scleromitrion galioides,77211000-1,Species,,:MPNS (Scleromitrion galioides)
1741,77144474-1,Scleromitrion pinifolium,Scleromitrion pinifolium,77144474-1,Species,,:MPNS (Scleromitrion pinifolium)
1742,766273-1,Scleromitrion tenelliflorum,Scleromitrion tenelliflorum,766273-1,Species,,:MPNS (Scleromitrion tenelliflorum)
1743,77144475-1,Scleromitrion verticillatum,Scleromitrion verticillatum,77144475-1,Species,,:MPNS (Scleromitrion verticillatum)
1744,73566-3,Scyphiphora hydrophylacea,Scyphiphora hydrophylacea,73566-3,Species,,:MPNS (Scyphiphora hydrophylacea)
1745,766300-1,Scyphostachys coffeoides,Scyphostachys coffeoides,766300-1,Species,,:MPNS (Scyphostachys coffeoides)
1746,77079518-1,Secamone afzelii,Secamone afzelii,77079518-1,Species,,:MPNS (Secamone afzelii)
1747,101298-1,Secamone alpini,Secamone alpini,101298-1,Species,,:MPNS (Secamone alpini)
1748,20003329-1,Secamone brevipes,Secamone brevipes,20003329-1,Species,,:MPNS (Secamone brevipes)
1749,101324-1,Secamone elliptica,Secamone elliptica,101324-1,Species,,:MPNS (Secamone elliptica)
1750,168338-3,Secamone elliptica subsp. elliptica,Secamone elliptica,101324-1,Subspecies,,:MPNS (Secamone elliptica subsp. elliptica)
1751,60454720-2,Secamone emetica,Secamone emetica,60454720-2,Species,,:MPNS (Secamone emetica)
1752,101330-1,Secamone filiformis,Secamone filiformis,101330-1,Species,,:MPNS (Secamone filiformis)
1753,101339-1,Secamone gerrardii,Secamone gerrardii,101339-1,Species,,:MPNS (Secamone gerrardii)
1754,77109597-1,Secamone griffithii,Secamone griffithii,77109597-1,Species,,:MPNS (Secamone griffithii)
1755,101356-1,Secamone maritima,Secamone maritima,101356-1,Species,,:MPNS (Secamone maritima)
1756,101365-1,Secamone neocaledonica,Secamone neocaledonica,101365-1,Species,,:MPNS (Secamone neocaledonica)
1757,101388-1,Secamone schweinfurthii,Secamone schweinfurthii,101388-1,Species,,:MPNS (Secamone schweinfurthii)
1758,101390-1,Secamone sinica,Secamone sinica,101390-1,Species,,:MPNS (Secamone sinica)
1759,915483-1,Secamone volubilis,Secamone volubilis,915483-1,Species,,:MPNS (Secamone volubilis)
1760,766327-1,Serissa japonica,Serissa japonica,766327-1,Species,,:MPNS (Serissa japonica)
1761,77203854-1,Seychellea sechellarum,Seychellea sechellarum,77203854-1,Species,,:MPNS (Seychellea sechellarum)
1762,766360-1,Sherbournia bignoniiflora,Sherbournia bignoniiflora,766360-1,Species,,:MPNS (Sherbournia bignoniiflora)
1763,766370-1,Sherbournia streptocaulon,Sherbournia streptocaulon,766370-1,Species,,:MPNS (Sherbournia streptocaulon)
1764,766434-1,Simira ecuadorensis,Simira ecuadorensis,766434-1,Species,,:MPNS (Simira ecuadorensis)
1765,236581-2,Simira maxonii,Simira maxonii,236581-2,Species,,:MPNS (Simira maxonii)
1766,236582-2,Simira mexicana,Simira mexicana,236582-2,Species,,:MPNS (Simira mexicana)
1767,236590-2,Simira rhodoclada,Simira rhodoclada,236590-2,Species,,:MPNS (Simira rhodoclada)
1768,236591-2,Simira rubescens,Simira rubescens,236591-2,Species,,:MPNS (Simira rubescens)
1769,236592-2,Simira rubra,Simira rubra,236592-2,Species,,:MPNS (Simira rubra)
1770,81783-1,Sindechites henryi,Sindechites henryi,81783-1,Species,,:MPNS (Sindechites henryi)
1771,77160555-1,Singaporandia macrophylla,Singaporandia macrophylla,77160555-1,Species,,:MPNS (Singaporandia macrophylla)
1772,766466-1,Sinoadina racemosa,Sinoadina racemosa,766466-1,Species,,:MPNS (Sinoadina racemosa)
1773,77176685-1,Sisyranthus huttoniae,Sisyranthus huttoniae,77176685-1,Species,,:MPNS (Sisyranthus huttoniae)
1774,101421-1,Sisyranthus imberbis,Sisyranthus imberbis,101421-1,Species,,:MPNS (Sisyranthus imberbis)
1775,101426-1,Sisyranthus saundersiae,Sisyranthus saundersiae,101426-1,Species,,:MPNS (Sisyranthus saundersiae)
1776,101428-1,Sisyranthus trichostomus,Sisyranthus trichostomus,101428-1,Species,,:MPNS (Sisyranthus trichostomus)
1777,81786-1,Skytanthus hancorniifolius,Skytanthus hancorniifolius,81786-1,Species,,:MPNS (Skytanthus hancorniifolius)
1778,20010093-1,Solenandra mexicana,Solenandra mexicana,20010093-1,Species,,:MPNS (Solenandra mexicana)
1779,77187956-1,Solenandra sanctae-luciae,Solenandra sanctae-luciae,77187956-1,Species,,:MPNS (Solenandra sanctae-luciae)
1780,101435-1,Solenostemma oleifolium,Solenostemma oleifolium,101435-1,Species,,:MPNS (Solenostemma oleifolium)
1781,766585-1,Spermacoce alata,Spermacoce alata,766585-1,Species,,:MPNS (Spermacoce alata)
1782,766600-1,Spermacoce articularis,Spermacoce articularis,766600-1,Species,,:MPNS (Spermacoce articularis)
1783,766648-1,Spermacoce chaetocephala,Spermacoce chaetocephala,766648-1,Species,,:MPNS (Spermacoce chaetocephala)
1784,766663-1,Spermacoce confusa,Spermacoce confusa,766663-1,Species,,:MPNS (Spermacoce confusa)
1785,945476-1,Spermacoce densiflora,Spermacoce densiflora,945476-1,Species,,:MPNS (Spermacoce densiflora)
1786,914630-1,Spermacoce filifolia,Spermacoce filifolia,914630-1,Species,,:MPNS (Spermacoce filifolia)
1787,766765-1,Spermacoce hispida,Spermacoce hispida,766765-1,Species,,:MPNS (Spermacoce hispida)
1788,766800-1,Spermacoce latifolia,Spermacoce latifolia,766800-1,Species,,:MPNS (Spermacoce latifolia)
1789,766854-1,Spermacoce natalensis,Spermacoce natalensis,766854-1,Species,,:MPNS (Spermacoce natalensis)
1790,914632-1,Spermacoce octodon,Spermacoce octodon,914632-1,Species,,:MPNS (Spermacoce octodon)
1791,766862-1,Spermacoce ocymifolia,Spermacoce ocymifolia,766862-1,Species,,:MPNS (Spermacoce ocymifolia)
1792,766863-1,Spermacoce ocymoides,Spermacoce ocymoides,766863-1,Species,,:MPNS (Spermacoce ocymoides)
1793,766896-1,Spermacoce princeae,Spermacoce princeae,766896-1,Species,,:MPNS (Spermacoce princeae)
1794,766906-1,Spermacoce pusilla,Spermacoce pusilla,766906-1,Species,,:MPNS (Spermacoce pusilla)
1795,766911-1,Spermacoce quadrisulcata,Spermacoce quadrisulcata,766911-1,Species,,:MPNS (Spermacoce quadrisulcata)
1796,766912-1,Spermacoce radiata,Spermacoce radiata,766912-1,Species,,:MPNS (Spermacoce radiata)
1797,319724-2,Spermacoce remota,Spermacoce remota,319724-2,Species,,:MPNS (Spermacoce remota)
1798,766942-1,Spermacoce ruelliae,Spermacoce ruelliae,766942-1,Species,,:MPNS (Spermacoce ruelliae)
1799,766954-1,Spermacoce senensis,Spermacoce senensis,766954-1,Species,,:MPNS (Spermacoce senensis)
1800,766957-1,Spermacoce setidens,Spermacoce setidens,766957-1,Species,,:MPNS (Spermacoce setidens)
1801,766972-1,Spermacoce stachydea,Spermacoce stachydea,766972-1,Species,,:MPNS (Spermacoce stachydea)
1802,766988-1,Spermacoce subvulgata,Spermacoce subvulgata,766988-1,Species,,:MPNS (Spermacoce subvulgata)
1803,241474-2,Spermacoce tenuior,Spermacoce tenuior,241474-2,Species,,:MPNS (Spermacoce tenuior)
1804,767016-1,Spermacoce tetraquetra,Spermacoce tetraquetra,767016-1,Species,,:MPNS (Spermacoce tetraquetra)
1805,767047-1,Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,Species,,:MPNS (Spermadictyon suaveolens)
1806,81791-1,Spirolobium cambodianum,Spirolobium cambodianum,81791-1,Species,,:MPNS (Spirolobium cambodianum)
1807,285481-2,Spongiosperma longilobum,Spongiosperma longilobum,285481-2,Species,,:MPNS (Spongiosperma longilobum)
1808,945265-1,Spongiosperma macrophyllum,Spongiosperma macrophyllum,945265-1,Species,,:MPNS (Spongiosperma macrophyllum)
1809,101593-1,Stapelia gettliffei,Stapelia gettliffei,101593-1,Species,,:MPNS (Stapelia gettliffei)
1810,101594-1,Stapelia gigantea,Stapelia gigantea,101594-1,Species,,:MPNS (Stapelia gigantea)
1811,101605-1,Stapelia grandiflora,Stapelia grandiflora,101605-1,Species,,:MPNS (Stapelia grandiflora)
1812,101829-1,Stapelia unicornis,Stapelia unicornis,101829-1,Species,,:MPNS (Stapelia unicornis)
1813,101881-1,Stathmostelma pedunculatum,Stathmostelma pedunculatum,101881-1,Species,,:MPNS (Stathmostelma pedunculatum)
1814,77171903-1,Stenaria nigricans var. nigricans,Stenaria nigricans,1059364-2,Variety,,:MPNS (Stenaria nigricans var. nigricans)
1815,77107342-1,Stenostomum acreanum,Stenostomum acreanum,77107342-1,Species,,:MPNS (Stenostomum acreanum)
1816,77204413-1,Stephanotis floribunda,Stephanotis floribunda,77204413-1,Species,,:MPNS (Stephanotis floribunda)
1817,767167-1,Stipularia africana,Stipularia africana,767167-1,Species,,:MPNS (Stipularia africana)
1818,102026-1,Stomatostemma monteiroae,Stomatostemma monteiroae,102026-1,Species,,:MPNS (Stomatostemma monteiroae)
1819,102040-1,Streptocaulon juventas,Streptocaulon juventas,102040-1,Species,,:MPNS (Streptocaulon juventas)
1820,102048-1,Streptocaulon wallichii,Streptocaulon wallichii,102048-1,Species,,:MPNS (Streptocaulon wallichii)
1821,81853-1,Strophanthus amboensis,Strophanthus amboensis,81853-1,Species,,:MPNS (Strophanthus amboensis)
1822,81860-1,Strophanthus barteri,Strophanthus barteri,81860-1,Species,,:MPNS (Strophanthus barteri)
1823,81862-1,Strophanthus boivinii,Strophanthus boivinii,81862-1,Species,,:MPNS (Strophanthus boivinii)
1824,81867-1,Strophanthus caudatus,Strophanthus caudatus,81867-1,Species,,:MPNS (Strophanthus caudatus)
1825,81871-1,Strophanthus courmontii,Strophanthus courmontii,81871-1,Species,,:MPNS (Strophanthus courmontii)
1826,81877-1,Strophanthus divaricatus,Strophanthus divaricatus,81877-1,Species,,:MPNS (Strophanthus divaricatus)
1827,81881-1,Strophanthus eminii,Strophanthus eminii,81881-1,Species,,:MPNS (Strophanthus eminii)
1828,81885-1,Strophanthus gardeniiflorus,Strophanthus gardeniiflorus,81885-1,Species,,:MPNS (Strophanthus gardeniiflorus)
1829,81886-1,Strophanthus gerrardii,Strophanthus gerrardii,81886-1,Species,,:MPNS (Strophanthus gerrardii)
1830,81892-1,Strophanthus gracilis,Strophanthus gracilis,81892-1,Species,,:MPNS (Strophanthus gracilis)
1831,81895-1,Strophanthus gratus,Strophanthus gratus,81895-1,Species,,:MPNS (Strophanthus gratus)
1832,81900-1,Strophanthus hispidus,Strophanthus hispidus,81900-1,Species,,:MPNS (Strophanthus hispidus)
1833,81901-1,Strophanthus holosericeus,Strophanthus holosericeus,81901-1,Species,,:MPNS (Strophanthus holosericeus)
1834,81909-1,Strophanthus kombe,Strophanthus kombe,81909-1,Species,,:MPNS (Strophanthus kombe)
1835,81917-1,Strophanthus luteolus,Strophanthus luteolus,81917-1,Species,,:MPNS (Strophanthus luteolus)
1836,81922-1,Strophanthus mirabilis,Strophanthus mirabilis,81922-1,Species,,:MPNS (Strophanthus mirabilis)
1837,81923-1,Strophanthus mortehanii,Strophanthus mortehanii,81923-1,Species,,:MPNS (Strophanthus mortehanii)
1838,81924-1,Strophanthus nicholsonii,Strophanthus nicholsonii,81924-1,Species,,:MPNS (Strophanthus nicholsonii)
1839,81928-1,Strophanthus parviflorus,Strophanthus parviflorus,81928-1,Species,,:MPNS (Strophanthus parviflorus)
1840,81935-1,Strophanthus petersianus,Strophanthus petersianus,81935-1,Species,,:MPNS (Strophanthus petersianus)
1841,81938-1,Strophanthus preussii,Strophanthus preussii,81938-1,Species,,:MPNS (Strophanthus preussii)
1842,81945-1,Strophanthus sarmentosus,Strophanthus sarmentosus,81945-1,Species,,:MPNS (Strophanthus sarmentosus)
1843,81956-1,Strophanthus speciosus,Strophanthus speciosus,81956-1,Species,,:MPNS (Strophanthus speciosus)
1844,81960-1,Strophanthus thollonii,Strophanthus thollonii,81960-1,Species,,:MPNS (Strophanthus thollonii)
1845,81964-1,Strophanthus wallichii,Strophanthus wallichii,81964-1,Species,,:MPNS (Strophanthus wallichii)
1846,81965-1,Strophanthus welwitschii,Strophanthus welwitschii,81965-1,Species,,:MPNS (Strophanthus welwitschii)
1847,60459958-2,Strophanthus wightianus,Strophanthus wightianus,60459958-2,Species,,:MPNS (Strophanthus wightianus)
1848,77177359-1,Tabernaemontana africana,Tabernaemontana africana,77177359-1,Species,,:MPNS (Tabernaemontana africana)
1849,81985-1,Tabernaemontana alba,Tabernaemontana alba,81985-1,Species,,:MPNS (Tabernaemontana alba)
